rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,rainfall_30d_mm,soil_moisture_pct,temperature_24h_mean_c,relative_humidity_24h_mean_pct,slope_deg,elevation_m,ndvi,historical_events,landslide_occurred,sample_type,latitude,longitude,event_date,event_year,inventory_source,terrain_source,satellite_source,weather_source
0.0,0.0,0.0,0.0,38.5,-0.438,81.083,21.92,3063.0,0.87353,0,0,background_non_event,27.47536370833282,89.53632884193844,2017-02-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,17.131,19.996,62.75,4.0,81.0,0.45208,0,0,background_non_event,22.15458364925146,92.25002630915573,2017-02-03,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,15.458,21.042,64.083,1.37,30.0,0.65799,0,1,observed_landslide,25.64319355,89.45570226,2017-02-07,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,17.544,19.908,68.583,20.83,342.0,0.8425,1,0,background_non_event,23.920537229219143,92.79585362297442,2017-02-08,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,24.969,21.088,72.958,2.39,37.0,0.1411,0,0,background_non_event,26.181338938780222,90.39367244645138,2017-02-09,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,29.044,20.179,75.583,8.94,336.0,0.08292,4,1,observed_landslide,25.61953667,96.3086022,2017-02-09,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,6.067,19.858,56.208,0.89,73.0,0.29805,0,0,background_non_event,26.700751787445792,90.93130425543849,2017-02-11,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,37.654,-5.4,86.708,12.21,4245.0,0.11798,0,0,background_non_event,27.369168571247428,90.32182172726952,2017-02-14,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,33.817,13.625,67.917,5.26,1614.0,0.20412,1,1,observed_landslide,25.51826286,91.9630294,2017-02-15,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,21.623,22.254,64.917,1.83,145.0,0.85703,0,0,background_non_event,24.456120498174414,96.52188215401354,2017-02-16,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,27.275,19.846,68.917,9.85,835.0,0.78569,0,0,background_non_event,24.44705558397351,94.03618721994745,2017-02-18,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,22.983,21.162,66.917,1.33,120.0,0.35095,0,0,background_non_event,27.733275357327713,94.92516528948072,2017-02-18,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,24.485,24.783,57.875,1.15,132.0,0.45971,0,0,background_non_event,22.68755969948473,95.86644653580466,2017-02-19,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,17.45,23.117,85.667,1.31,14.0,0.28759,0,0,background_non_event,24.762940226814802,90.77767090118311,2017-02-21,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,39.756,17.25,90.167,11.27,384.0,0.622,0,0,background_non_event,27.54949399234312,96.1619576774672,2017-02-22,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,15.746,20.271,52.792,0.48,30.0,0.1346,1,0,background_non_event,25.73567252095437,89.4781726944618,2017-02-24,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,27.8,23.3,34.458,4.61,528.0,0.77419,0,0,background_non_event,22.288650048701133,94.5690394344527,2017-02-26,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,25.296,17.283,71.125,28.49,582.0,0.66704,0,0,background_non_event,26.98600991756783,89.2231400465159,2017-02-28,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,25.55,25.4,46.458,0.68,130.0,0.37455,0,0,background_non_event,22.964971562908243,95.55879457505027,2017-03-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,14.094,23.275,56.917,0.34,21.0,0.4762,0,0,background_non_event,24.04325612812789,88.9233566861395,2017-03-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,30.167,18.938,67.208,11.86,668.0,0.6496,0,0,background_non_event,25.33545450774532,93.24020473335668,2017-03-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,6.617,22.783,64.542,0.75,28.0,0.1584,1,0,background_non_event,25.765928180777614,89.90585529860863,2017-03-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,43.363,20.192,68.292,1.79,242.0,0.6935,0,0,background_non_event,27.71483030491768,96.15996723512875,2017-03-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.837,19.529,82.167,0.44,92.0,0.2948,0,0,background_non_event,26.908393376965975,94.48440161253983,2017-03-02,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,14.26,25.787,56.833,0.77,13.0,0.78979,0,0,background_non_event,24.603817554664744,88.67122984419116,2017-03-03,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,26.4,26.925,36.667,1.36,182.0,0.41911,0,0,background_non_event,22.22940501287679,94.68079568084909,2017-03-06,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,39.102,19.375,87.583,1.17,12.0,0.2121,3,1,observed_landslide,25.092576,91.763689,2017-03-06,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.452,19.412,70.708,1.3,133.0,0.517,1,0,background_non_event,27.81188552264453,95.1039665703224,2017-03-08,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,26.05,-11.958,78.375,3.88,4988.0,0.0713,0,0,background_non_event,28.23288303427809,91.91389843234188,2017-03-08,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,35.725,-0.662,93.083,13.73,3269.0,0.28227,0,0,background_non_event,28.660185107397645,93.59822615038495,2017-03-08,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,12.35,-5.133,56.75,25.03,4255.0,0.1088,0,0,background_non_event,28.66632045883729,89.66037397209409,2017-03-08,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,43.029,21.262,75.75,1.33,19.0,0.24592,5,1,observed_landslide,25.167803,92.019575,2017-03-08,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,23.927,20.963,59.667,1.36,16.0,0.35836,0,0,background_non_event,24.14926722583933,90.01737274054237,2017-03-14,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,37.196,17.121,61.875,1.81,790.0,0.11094,1,0,background_non_event,24.844260770261524,94.07679857833507,2017-03-16,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,35.594,22.4,61.375,4.31,57.0,0.6846,1,1,observed_landslide,22.64753,92.15455,2017-03-16,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,26.65,21.137,61.167,0.98,39.0,0.54768,0,1,observed_landslide,23.438189,91.125374,2017-03-16,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.979,19.392,78.333,2.42,15.0,0.07523,6,1,observed_landslide,25.178619,92.012806,2017-03-16,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,34.846,20.05,71.0,6.16,173.0,0.68014,0,0,background_non_event,25.521598672815188,95.39890929917523,2017-03-19,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.248,4.208,89.5,14.88,2520.0,0.6299,0,0,background_non_event,27.429222565811507,93.28284776466977,2017-03-19,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,25.281,12.537,53.167,33.14,2055.0,0.5413,1,1,observed_landslide,23.32140323,93.75079688,2017-03-19,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.485,14.642,94.792,17.62,476.0,0.627,0,0,background_non_event,28.361540320598387,94.0318208902918,2017-03-20,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,44.331,23.771,67.0,0.95,69.0,0.43663,0,0,background_non_event,26.500711345058008,92.87648998150327,2017-03-23,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,19.077,26.3,79.458,0.93,16.0,0.41631,0,0,background_non_event,24.2332459835951,89.054302302501,2017-03-24,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,26.473,26.704,80.375,1.05,2.0,0.58733,0,0,background_non_event,22.531575546002227,90.40130481335905,2017-03-25,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,30.425,26.613,52.875,2.11,276.0,0.5734,0,0,background_non_event,23.749240086855142,95.1312714156074,2017-03-26,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,48.029,19.554,91.208,13.67,764.0,0.58888,2,0,background_non_event,25.87812103392463,92.2501019421877,2017-03-29,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,20.035,26.017,73.292,11.28,125.0,0.47448,0,0,background_non_event,21.753173310350167,92.95684253798484,2017-03-30,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,47.225,17.492,94.708,35.0,1008.0,0.8363,0,1,observed_landslide,24.79591421,93.72386429,2017-03-30,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,47.906,14.354,96.125,14.35,1481.0,0.68164,2,0,background_non_event,26.521897790442804,95.45054478689464,2017-04-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,48.377,18.875,93.208,15.55,660.0,0.44981,0,0,background_non_event,27.177850523534172,95.95466626583698,2017-04-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.648,17.304,94.542,10.51,992.0,0.7976,1,0,background_non_event,25.069850008768803,93.60476355628623,2017-04-04,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,48.267,21.708,88.583,0.6,17.0,0.04182,1,0,background_non_event,25.6263899288072,89.72245868748243,2017-04-04,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,47.748,20.988,91.917,10.63,159.0,0.632,1,1,observed_landslide,25.118398,92.853913,2017-04-04,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,45.91,18.883,92.667,14.46,725.0,0.7178,1,1,observed_landslide,25.132228,93.04681,2017-04-04,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,49.471,19.754,93.625,7.55,584.0,0.6426,0,1,observed_landslide,25.181453,93.118105,2017-04-04,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,48.983,19.713,93.625,10.39,662.0,0.7077,0,1,observed_landslide,25.195355,93.172758,2017-04-04,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,48.375,20.883,93.458,4.4,170.0,0.7343,0,1,observed_landslide,25.481623,93.141692,2017-04-04,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,46.533,22.479,81.083,9.49,107.0,0.38131,7,1,observed_landslide,26.16066111,91.85294885,2017-04-05,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,43.844,15.133,91.042,13.58,1658.0,0.7935,2,1,observed_landslide,25.08303063,94.23757741,2017-04-06,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,38.623,5.667,78.417,30.22,3128.0,0.0663,0,0,background_non_event,28.293506448877256,93.75009688808329,2017-04-07,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,47.2,20.175,87.458,22.94,837.0,0.737,4,1,observed_landslide,25.77171292,93.93507183,2017-04-07,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,27.985,25.65,70.583,13.26,703.0,0.7809,1,0,background_non_event,23.46806488878176,92.8859933936074,2017-04-08,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,40.76,27.383,87.917,0.15,5.0,-0.23032,1,0,background_non_event,24.732149999030245,91.31698315110825,2017-04-09,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,19.792,29.033,54.917,1.06,55.0,0.7965,0,0,background_non_event,23.066719715652948,92.38288738468768,2017-04-14,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,32.275,26.875,72.083,1.83,56.0,0.69524,0,0,background_non_event,25.84471843914566,90.08755484511288,2017-04-14,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.923,18.946,93.0,15.9,714.0,0.08614,0,0,background_non_event,25.10564457839511,96.44222471070309,2017-04-16,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.64,8.263,91.042,39.13,2796.0,0.06487,0,0,background_non_event,29.34178672147916,95.07675322205858,2017-04-20,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.421,15.558,95.167,16.06,1661.0,0.0714,2,1,observed_landslide,27.61790706,93.84196894,2017-04-22,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.069,18.604,95.5,23.48,1083.0,0.0647,2,1,observed_landslide,27.6802471,93.62592773,2017-04-22,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.802,0.888,90.792,43.31,3975.0,-0.0195,0,0,background_non_event,28.790668737938326,96.47482125062407,2017-04-23,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.44,8.679,93.417,19.14,2883.0,0.67869,2,0,background_non_event,27.79103764317025,91.41215311961216,2017-04-24,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,38.679,23.029,83.625,27.66,668.0,0.8162,1,1,observed_landslide,24.0135808,92.67420963,2017-04-25,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,47.294,26.062,77.292,1.61,130.0,0.6976,5,0,background_non_event,26.083512328464145,93.93576170791556,2017-04-26,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,49.154,22.983,93.542,12.99,304.0,0.6204,1,1,observed_landslide,27.104022,93.61156568,2017-04-26,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,40.346,28.417,71.0,1.78,186.0,0.6071,0,0,background_non_event,23.456635498491714,95.29875863459765,2017-04-29,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,44.648,23.104,80.875,3.77,595.0,0.7031,1,1,observed_landslide,25.61919207,92.7094701,2017-04-29,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,48.496,24.671,81.375,10.62,203.0,0.6806,0,0,background_non_event,25.253799413326135,95.04111095137262,2017-05-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.533,24.3,76.208,1.9,241.0,0.6542,0,0,background_non_event,26.522374269690484,96.87874125039953,2017-05-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,32.783,22.65,89.542,1.68,341.0,0.7566,0,0,background_non_event,26.897624985546365,92.09736191335514,2017-05-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.627,8.379,93.292,7.05,2930.0,0.39334,0,0,background_non_event,29.53389448533149,94.88969109574913,2017-05-01,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,33.431,26.296,70.542,3.69,203.0,0.60138,0,0,background_non_event,23.873035104303767,94.33939523880329,2017-05-03,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.708,0.454,89.167,29.64,4275.0,0.075,0,0,background_non_event,28.1299383948899,92.75788464779237,2017-05-03,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,41.74,19.329,81.917,16.74,982.0,0.7058,3,1,observed_landslide,27.82743132,93.62407259,2017-05-03,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,42.633,8.604,95.458,39.68,2564.0,0.68541,0,0,background_non_event,28.57236963910988,94.32672442254703,2017-05-05,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,35.883,18.758,73.708,10.98,1690.0,0.2894,2,0,background_non_event,25.249954110728453,93.80121280993362,2017-05-06,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,33.977,31.154,61.375,0.8,68.0,0.4509,0,0,background_non_event,21.85843486572675,95.86782088113324,2017-05-07,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,47.3,23.171,86.458,6.95,459.0,0.70454,0,0,background_non_event,25.662163409416,90.43965945368073,2017-05-07,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,Sentinel-2 L2A / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
0.0,0.0,0.0,0.0,37.567,-3.812,95.0,16.43,5395.0,-0.0134,1,0,background_non_event,27.9079311390275,88.82551629754991,2017-05-15,2017,NASA COOLR/GLC,USGS SRTM 90m via Open Topo Data,NASA MODIS MOD13Q1.061 / Microsoft Planetary Computer,Open-Meteo ERA5-Land historical reanalysis
